1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/ExternalResourceValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/InvalidEntityException.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/NotificationCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/NotificationValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/PolicyCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/PolicyValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/PropagationTaskCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/PropagationTaskValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/ReportCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/ReportValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SchedTaskCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SchedTaskValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SchemaCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SchemaMappingCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SchemaMappingValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SchemaValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SyncTaskCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SyncTaskValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SyncopeUserCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/SyncopeUserValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/USchemaCheck.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/persistence/validation/entity/USchemaValidator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/policy/AccountPolicyEnforcer.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/policy/AccountPolicyException.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/policy/PasswordPolicyEnforcer.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/policy/PasswordPolicyException.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/policy/PolicyEnforceException.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/policy/PolicyEnforcer.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/policy/PolicyEvaluator.java,0,0,0,0,0,0,0,0,0,Yes
1.2.3,core/src/main/java/org/syncope/core/propagation/ConnectorFacadeProxy.java,0,0,0,0,0,0,0,0,0,Yes
