Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
4.3.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,9,3,0,1,1,164,83,54.666668,0.33333334,false
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,11,2,0,3,3,81,61,40.5,1.5,false
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,7,2,1,2,2,138,77,69.0,1.0,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,42,6,4,27,10,221,77,36.833332,4.5,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,28,8,4,7,2,269,77,33.625,0.875,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,169,16,8,128,33,283,77,17.6875,8.0,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,103,6,3,28,16,177,77,29.5,4.6666665,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,12,2,1,4,2,138,77,69.0,2.0,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,288,7,5,257,162,173,77,24.714285,36.714287,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,63,5,2,20,20,119,61,23.8,4.0,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,216,6,4,96,42,168,77,28.0,16.0,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,21,6,3,3,2,213,77,35.5,0.5,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,31,2,0,1,1,70,61,35.0,0.5,false
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,87,5,2,32,12,189,77,37.8,6.4,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestWatchEnsembleChange.java,312,7,2,229,76,209,77,29.857143,32.714287,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,21,3,2,5,2,151,77,50.333332,1.6666666,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,30,2,1,9,8,74,61,37.0,4.5,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java,101,2,1,3,2,138,77,69.0,1.5,true
4.3.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,39,2,1,4,2,138,77,69.0,2.0,true
