Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,28,2,2,10,10,46,41,23.0,5.0,true
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,10,2,2,8,8,46,41,23.0,4.0,true
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,33,1,1,22,22,5,5,5.0,22.0,true
4.2.1,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorTest.java,399,1,0,399,399,159,159,159.0,399.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorParserTest.java,46,1,0,46,46,159,159,159.0,46.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/BasicSelectorGrammarTest.java,376,1,0,376,376,159,159,159.0,376.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/BasicJMSTest.java,337,1,0,337,337,159,159,159.0,337.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/hedwig/JmsTestBase.java,95,1,0,95,95,159,159,159.0,95.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/Wait.java,40,1,0,40,40,159,159,159.0,40.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/SimplePojo.java,77,1,0,77,77,159,159,159.0,77.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/ProducerThread.java,87,1,0,87,87,159,159,159.0,87.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/MessageIdList.java,267,1,0,267,267,159,159,159.0,267.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/IdGenerator.java,29,1,0,29,29,159,159,159.0,29.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/DefaultTestAppender.java,82,1,0,82,82,159,159,159.0,82.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/ConsumerThread.java,86,1,0,86,86,159,159,159.0,86.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionTest.java,120,1,0,120,120,159,159,159.0,120.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionRollbackOrderTest.java,161,1,0,161,161,159,159,159.0,161.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TopicRedeliverTest.java,300,1,0,300,300,159,159,159.0,300.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TestSupport.java,157,1,0,157,157,159,159,159.0,157.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/SubscribeClosePublishThenConsumeTest.java,107,1,0,107,107,159,159,159.0,107.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnTopicConsumedMessageTest.java,66,1,0,66,66,159,159,159.0,66.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnDurableTopicConsumedMessageTest.java,27,1,0,27,27,159,159,159.0,27.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ProducerConsumerTestSupport.java,54,1,0,54,54,159,159,159.0,54.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ObjectMessageNotSerializableTest.java,241,1,0,241,241,159,159,159.0,241.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/NonBlockingConsumerRedeliveryTest.java,340,1,0,340,340,159,159,159.0,340.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/MyObject.java,73,1,0,73,73,159,159,159.0,73.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubscriptionHangTestCase.java,119,1,0,119,119,159,159,159.0,119.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubSelectorDelayTest.java,256,1,0,256,256,159,159,159.0,256.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubProcessTest.java,628,1,0,628,628,159,159,159.0,628.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableConsumerCloseAndReconnectTest.java,192,1,0,192,192,159,159,159.0,192.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DispatchMultipleConsumersTest.java,214,1,0,214,214,159,159,159.0,214.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DiscriminatingConsumerLoadTest.java,322,1,0,322,322,159,159,159.0,322.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ConcurrentProducerDurableConsumerTest.java,413,1,0,413,413,159,159,159.0,413.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositePublishTest.java,145,2,1,145,143,200,159,100.0,72.5,true
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositeConsumeTest.java,73,1,0,73,73,159,159,159.0,73.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSessionDeliveryModeTest.java,72,1,0,72,72,159,159,159.0,72.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSentMessageTest.java,62,1,0,62,62,159,159,159.0,62.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/rollback/DelegatingTransactionalMessageListener.java,71,1,0,71,71,159,159,159.0,71.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/TestSupport.java,261,1,0,261,261,159,159,159.0,261.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsTest.java,129,1,0,129,129,159,159,159.0,129.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest.java,35,1,0,35,35,159,159,159.0,35.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveTest.java,116,1,0,116,116,159,159,159.0,116.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsSendReceiveTestSupport.java,273,1,0,273,273,159,159,159.0,273.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsResourceProvider.java,237,1,0,237,237,159,159,159.0,237.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowDurableConsumerTopicTest.java,38,1,0,38,38,159,159,159.0,38.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumerTopicTest.java,56,1,0,56,56,159,159,159.0,56.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumer.java,47,1,0,47,47,159,159,159.0,47.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleTopicTest.java,181,1,0,181,181,159,159,159.0,181.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNonPersistentTopicTest.java,37,1,0,37,37,159,159,159.0,37.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNetworkTest.java,79,1,0,79,79,159,159,159.0,79.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicTest.java,63,1,0,63,63,159,159,159.0,63.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicNetworkTest.java,50,1,0,50,50,159,159,159.0,50.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfRate.java,78,1,0,78,78,159,159,159.0,78.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfProducer.java,125,1,0,125,125,159,159,159.0,125.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfConsumer.java,139,1,0,139,139,159,159,159.0,139.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/NumberOfDestinationsTest.java,88,1,0,88,88,159,159,159.0,88.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/NetworkedSyncTest.java,212,1,0,212,212,159,159,159.0,212.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/InactiveDurableTopicTest.java,171,1,0,171,171,159,159,159.0,171.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/ConnectionChurnTest.java,78,2,1,77,77,200,159,100.0,38.5,true
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadTest.java,127,1,0,127,127,159,159,159.0,127.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadController.java,98,1,0,98,98,159,159,159.0,98.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadClient.java,222,1,0,222,222,159,159,159.0,222.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleProducer.java,138,1,0,138,138,159,159,159.0,138.0,false
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleConsumer.java,129,1,0,129,129,159,159,159.0,129.0,false
