@relation BOOKKEEPER5

@attribute 'Version Number' {4.2.1}
@attribute LOC_Touched numeric
@attribute NumberRevisions numeric
@attribute NumberBugFix numeric
@attribute LOC_Added numeric
@attribute MAX_LOC_Added numeric
@attribute Chg_Set_Size numeric
@attribute Max_Chg_Set numeric
@attribute AVG_Chg_Set numeric
@attribute Avg_LOC_Added numeric
@attribute Bugginess {No,Yes}

@data
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,61,1,0,122,61,159,159,159,122,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,101,1,0,202,101,159,159,159,202,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,2,1,0,0,0,12,12,12,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,239,1,0,478,239,159,159,159,478,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,117,1,0,234,117,159,159,159,234,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,872,1,0,1744,872,159,159,159,1744,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,157,1,0,42,21,3,3,3,42,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,628,1,0,1256,628,159,159,159,1256,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,95,1,0,190,95,159,159,159,190,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,234,1,0,468,234,159,159,159,468,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,46,1,0,92,46,159,159,159,92,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,76,1,0,152,76,159,159,159,152,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
4.2.1,0,0,0,0,0,0,0,0,0,No
