Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,471,12,7,98,34,98,26,8.166667,8.166667,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,96,8,6,73,60,52,20,6.5,9.125,true
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,172,1,1,172,172,6,6,6.0,172.0,true
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,61,2,2,41,41,43,37,21.5,20.5,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,161,4,3,136,97,83,37,20.75,34.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,305,3,3,224,219,53,37,17.666666,74.666664,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,10,2,2,8,8,8,6,4.0,4.0,true
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,246,1,1,246,246,13,13,13.0,246.0,true
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,9,2,2,9,5,50,37,25.0,4.5,true
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,35,3,3,24,23,58,37,19.333334,8.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,18,2,2,17,17,50,37,25.0,8.5,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,5,1,1,5,5,13,13,13.0,5.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,5,1,1,5,5,13,13,13.0,5.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,4,1,1,4,4,13,13,13.0,4.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,4,1,1,4,4,13,13,13.0,4.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,25,1,1,22,22,13,13,13.0,22.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,86,3,2,58,53,67,37,22.333334,19.333334,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,7,2,2,7,5,50,37,25.0,3.5,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,49,4,4,37,31,48,20,12.0,9.25,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,15,2,2,1,1,17,15,8.5,0.5,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,41,2,2,39,39,18,12,9.0,19.5,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,421,7,6,94,30,71,20,10.142858,13.428572,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,198,6,6,152,151,75,20,12.5,25.333334,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,54,5,3,48,44,51,26,10.2,9.6,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,144,9,6,66,20,89,26,9.888889,7.3333335,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,2,0,88,84,8,5,4.0,44.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,1,0,27,27,3,3,3.0,27.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,5,1,1,3,3,6,6,6.0,3.0,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,51,4,4,15,7,18,7,4.5,3.75,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,35,2,2,5,3,13,7,6.5,2.5,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,33,2,1,0,0,32,26,16.0,0.0,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,108,5,3,101,101,45,12,9.0,20.2,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,134,10,7,32,15,80,26,8.0,3.2,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,13,4,0,0,0,49,26,12.25,0.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,57,3,2,56,30,18,7,6.0,18.666666,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1110,20,11,268,97,187,26,9.35,13.4,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,1,0,58,58,14,14,14.0,58.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,90,1,0,90,90,14,14,14.0,90.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,144,9,7,105,59,108,26,12.0,11.666667,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,236,1,0,236,236,14,14,14.0,236.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,183,6,4,173,110,43,14,7.1666665,28.833334,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60,1,0,60,60,14,14,14.0,60.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,132,2,0,79,79,23,14,11.5,39.5,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,738,8,4,105,89,78,20,9.75,13.125,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,35,2,0,33,33,21,14,10.5,16.5,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,54,2,0,52,52,21,14,10.5,26.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,14,1,0,5,5,4,4,4.0,5.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,4,1,0,0,0,4,4,4.0,0.0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,49,3,3,46,26,22,15,7.3333335,15.333333,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,359,2,1,357,357,45,37,22.5,178.5,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,92,1,0,92,92,8,8,8.0,92.0,false
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,1064,2,1,1048,1029,45,37,22.5,524.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,427,2,1,424,424,45,37,22.5,212.0,true
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,405,3,2,398,397,48,37,16.0,132.66667,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,30,1,0,30,30,6,6,6.0,30.0,false
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,622,9,7,587,394,85,20,9.444445,65.22222,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,161,3,2,158,157,26,12,8.666667,52.666668,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java,6,1,1,0,0,12,12,12.0,0.0,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,21,2,2,5,4,14,12,7.0,2.5,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,186,5,2,25,19,44,12,8.8,5.0,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,116,4,3,37,14,27,12,6.75,9.25,true
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,130,2,2,126,126,23,16,11.5,63.0,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,20,3,3,18,8,38,16,12.666667,6.0,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,43,5,4,8,4,76,26,15.2,1.6,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,76,6,5,3,2,86,26,14.333333,0.5,true
