@relation SYNCOPE6-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {1.0.6}
@attribute LOC_Touched numeric
@attribute NumberRevisions numeric
@attribute NumberBugFix numeric
@attribute LOC_Added numeric
@attribute MAX_LOC_Added numeric
@attribute Chg_Set_Size numeric
@attribute Max_Chg_Set numeric
@attribute AVG_Chg_Set numeric
@attribute Avg_LOC_Added numeric
@attribute Bugginess {true,false}

@data
1.0.6,753,31,1,378,70,325,22,10.483871,12.193548,true
1.0.6,58,9,0,15,5,119,22,13.222222,1.666667,false
1.0.6,53,8,1,29,18,145,29,18.125,3.625,true
1.0.6,2,1,0,0,0,22,22,22,0,false
1.0.6,269,9,0,180,152,137,54,15.222222,20,false
1.0.6,59,7,0,13,7,81,28,11.571428,1.857143,false
1.0.6,52,4,1,19,15,45,22,11.25,4.75,true
1.0.6,41,3,0,35,26,41,22,13.666667,11.666667,false
1.0.6,9,1,0,9,9,22,22,22,9,false
1.0.6,15,2,0,13,13,30,22,15,6.5,false
1.0.6,13,1,0,13,13,22,22,22,13,false
1.0.6,3,2,0,0,0,30,22,15,0,false
1.0.6,7,2,0,6,5,28,22,14,3,false
1.0.6,13,2,0,12,8,28,22,14,6,false
1.0.6,7,2,0,6,5,28,22,14,3,false
1.0.6,7,2,0,6,5,28,22,14,3,false
1.0.6,63,4,0,49,28,51,22,12.75,12.25,false
1.0.6,36,5,1,30,30,69,29,13.8,6,true
1.0.6,74,4,0,36,17,42,22,10.5,9,false
1.0.6,86,4,1,28,24,80,29,20,7,true
1.0.6,183,7,1,2,1,80,24,11.428572,0.285714,true
1.0.6,22,1,0,16,16,1,1,1,16,false
1.0.6,29,1,0,3,3,2,2,2,3,false
1.0.6,39,1,0,0,0,2,2,2,0,false
1.0.6,52,5,0,0,0,86,45,17.2,0,false
1.0.6,63,8,3,14,6,75,45,9.375,1.75,true
1.0.6,168,3,0,27,27,7,5,2.333333,9,false
1.0.6,253,9,1,27,11,134,54,14.888889,3,true
1.0.6,6,3,0,5,3,42,22,14,1.666667,false
1.0.6,11,2,0,0,0,62,45,31,0,false
1.0.6,246,10,2,133,120,219,54,21.9,13.3,true
1.0.6,93,8,1,37,19,214,54,26.75,4.625,true
1.0.6,120,6,1,2,1,142,54,23.666666,0.333333,true
1.0.6,208,4,0,25,22,131,54,32.75,6.25,false
1.0.6,193,2,0,182,180,27,17,13.5,91,false
1.0.6,28,5,0,5,4,100,45,20,1,false
1.0.6,51,2,0,46,43,62,45,31,23,false
1.0.6,6,3,0,1,1,86,54,28.666666,0.333333,false
1.0.6,101,1,0,101,101,17,17,17,101,false
1.0.6,29,3,0,21,11,43,23,14.333333,7,false
1.0.6,36,4,0,20,10,77,31,19.25,5,false
1.0.6,37,4,0,16,9,77,31,19.25,4,false
1.0.6,16,3,1,10,10,26,15,8.666667,3.333333,true
1.0.6,30,2,0,21,21,21,15,10.5,10.5,false
1.0.6,34,4,0,14,14,72,31,18,3.5,false
1.0.6,86,9,0,35,14,144,45,16,3.888889,false
1.0.6,6,1,0,0,0,15,15,15,0,false
1.0.6,10,1,0,4,4,15,15,15,4,false
1.0.6,58,4,0,29,24,142,54,35.5,7.25,false
1.0.6,23,1,0,20,20,15,15,15,20,false
1.0.6,102,10,2,36,14,214,92,21.4,3.6,true
1.0.6,21,7,1,5,5,69,20,9.857142,0.714286,true
1.0.6,17,4,2,6,3,91,54,22.75,1.5,true
1.0.6,156,4,0,61,44,75,54,18.75,15.25,false
1.0.6,58,4,0,8,6,125,54,31.25,2,false
1.0.6,7,1,0,0,0,17,17,17,0,false
1.0.6,62,5,0,7,3,82,27,16.4,1.4,false
1.0.6,11,1,0,0,0,17,17,17,0,false
1.0.6,130,2,0,130,125,48,31,24,65,false
1.0.6,88,3,0,86,76,67,27,22.333334,28.666666,false
1.0.6,31,4,0,18,9,88,31,22,4.5,false
1.0.6,91,8,1,17,9,68,26,8.5,2.125,true
1.0.6,85,4,1,32,27,55,18,13.75,8,true
1.0.6,9,3,0,6,3,71,31,23.666666,2,false
1.0.6,26,4,0,7,3,82,31,20.5,1.75,false
1.0.6,10,4,0,6,3,82,31,20.5,1.5,false
1.0.6,13,4,0,10,4,80,31,20,2.5,false
1.0.6,9,3,0,6,3,71,31,23.666666,2,false
1.0.6,82,2,0,82,41,51,31,25.5,41,false
1.0.6,32,4,0,20,10,89,31,22.25,5,false
1.0.6,52,5,0,29,10,75,31,15,5.8,false
1.0.6,15,3,0,10,5,71,31,23.666666,3.333333,false
1.0.6,15,3,0,10,5,71,31,23.666666,3.333333,false
