Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
1.0.6,core/src/test/java/org/apache/syncope/core/rest/UserTestITCase.java,753,31,1,378,70,325,22,10.4838705,12.193548,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/PolicyTestITCase.java,58,9,0,15,5,119,22,13.222222,1.6666666,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/ConfigurationTestITCase.java,53,8,1,29,18,145,29,18.125,3.625,true
1.0.6,core/src/main/java/org/apache/syncope/core/util/NotFoundException.java,2,1,0,0,0,22,22,22.0,0.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/PolicyServiceImpl.java,269,9,0,180,152,137,54,15.222222,20.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/ConfigurationServiceImpl.java,59,7,0,13,7,81,28,11.571428,1.8571428,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/PolicyRestClient.java,52,4,1,19,15,45,22,11.25,4.75,true
1.0.6,common/src/main/java/org/apache/syncope/common/types/SyncPolicySpec.java,41,3,0,35,26,41,22,13.666667,11.666667,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/PolicyType.java,9,1,0,9,9,22,22,22.0,9.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/PasswordPolicySpec.java,15,2,0,13,13,30,22,15.0,6.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/AccountPolicySpec.java,13,1,0,13,13,22,22,22.0,13.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/AbstractPolicySpec.java,3,2,0,0,0,30,22,15.0,0.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/SyncPolicyTO.java,7,2,0,6,5,28,22,14.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/PolicyTO.java,13,2,0,12,8,28,22,14.0,6.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/PasswordPolicyTO.java,7,2,0,6,5,28,22,14.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/AccountPolicyTO.java,7,2,0,6,5,28,22,14.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/PolicyService.java,63,4,0,49,28,51,22,12.75,12.25,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/ConfigurationService.java,36,5,1,30,30,69,29,13.8,6.0,true
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/PolicyServiceProxy.java,74,4,0,36,17,42,22,10.5,9.0,false
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/ConfigurationServiceProxy.java,86,4,1,28,24,80,29,20.0,7.0,true
1.0.6,client/src/main/java/org/apache/syncope/client/rest/utils/RestClientExceptionMapper.java,183,7,1,2,1,80,24,11.428572,0.2857143,true
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/ConnectorFacadeProxy.java,22,1,0,16,16,1,1,1.0,16.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/ConnectorFacadeProxy.java,29,1,0,3,3,2,2,2.0,3.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/AsyncConnectorFacade.java,39,1,0,0,0,2,2,2.0,0.0,false
1.0.6,console/src/test/java/org/apache/syncope/console/ConnInstanceTestITCase.java,52,5,0,0,0,86,45,17.2,0.0,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java,63,8,3,14,6,75,45,9.375,1.75,true
1.0.6,console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java,168,3,0,27,27,7,5,2.3333333,9.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/utils/RestServiceExceptionMapper.java,253,9,1,27,11,134,54,14.888889,3.0,true
1.0.6,core/src/test/java/org/apache/syncope/core/persistence/dao/ResourceTest.java,6,3,0,5,3,42,22,14.0,1.6666666,false
1.0.6,core/src/test/java/org/apache/syncope/core/init/ConnInstanceLoaderTest.java,11,2,0,0,0,62,45,31.0,0.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java,246,10,2,133,120,219,54,21.9,13.3,true
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java,93,8,1,37,19,214,54,26.75,4.625,true
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/ConnInstanceController.java,120,6,1,2,1,142,54,23.666666,0.33333334,true
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/impl/ConnectorFacadeProxy.java,208,4,0,25,22,131,54,32.75,6.25,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/impl/AsyncConnectorFacade.java,193,2,0,182,180,27,17,13.5,91.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/impl/AbstractPropagationTaskExecutor.java,28,5,0,5,4,100,45,20.0,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/TimeoutException.java,51,2,0,46,43,62,45,31.0,23.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/init/ConnInstanceLoader.java,6,3,0,1,1,86,54,28.666666,0.33333334,false
1.0.6,build-tools/src/main/java/org/apache/syncope/buildtools/ServiceTimeoutServlet.java,101,1,0,101,101,17,17,17.0,101.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/WorkflowFormTO.java,29,3,0,21,11,43,23,14.333333,7.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/RoleTO.java,36,4,0,20,10,77,31,19.25,5.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/NotificationTaskTO.java,37,4,0,16,9,77,31,19.25,4.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/MappingTO.java,16,3,1,10,10,26,15,8.666667,3.3333333,true
1.0.6,common/src/main/java/org/apache/syncope/common/to/ConnInstanceTO.java,30,2,0,21,21,21,15,10.5,10.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/AbstractAttributableTO.java,34,4,0,14,14,72,31,18.0,3.5,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/ConnInstanceTestITCase.java,86,9,0,35,14,144,45,16.0,3.8888888,false
1.0.6,core/src/test/java/org/apache/syncope/core/persistence/relationships/ConnInstanceTest.java,6,1,0,0,0,15,15,15.0,0.0,false
1.0.6,core/src/test/java/org/apache/syncope/core/persistence/dao/ConnInstanceTest.java,10,1,0,4,4,15,15,15.0,4.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/data/ConnInstanceDataBinder.java,58,4,0,29,24,142,54,35.5,7.25,false
1.0.6,core/src/main/java/org/apache/syncope/core/persistence/beans/ConnInstance.java,23,1,0,20,20,15,15,15.0,20.0,false
1.0.6,console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java,102,10,2,36,14,214,92,21.4,3.6,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/TaskTestITCase.java,21,7,1,5,5,69,20,9.857142,0.71428573,true
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java,17,4,2,6,3,91,54,22.75,1.5,true
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java,156,4,0,61,44,75,54,18.75,15.25,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/RoleController.java,58,4,0,8,6,125,54,31.25,2.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/impl/DefaultPropagationHandler.java,7,1,0,0,0,17,17,17.0,0.0,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/UserRestClient.java,62,5,0,7,3,82,27,16.4,1.4,false
1.0.6,console/src/main/java/org/apache/syncope/console/pages/ResultStatusModalPage.java,11,1,0,0,0,17,17,17.0,0.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/PropagationStatusTO.java,130,2,0,130,125,48,31,24.0,65.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/PropagationRequestTO.java,88,3,0,86,76,67,27,22.333334,28.666666,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/MembershipTO.java,31,4,0,18,9,88,31,22.0,4.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/UserService.java,91,8,1,17,9,68,26,8.5,2.125,true
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/UserServiceProxy.java,85,4,1,32,27,55,18,13.75,8.0,true
1.0.6,common/src/main/java/org/apache/syncope/common/types/TraceLevel.java,9,3,0,6,3,71,31,23.666666,2.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/TaskType.java,26,4,0,7,3,82,31,20.5,1.75,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/ResourceOperation.java,10,4,0,6,3,82,31,20.5,1.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/PropagationTaskExecStatus.java,13,4,0,10,4,80,31,20.0,2.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/PropagationMode.java,9,3,0,6,3,71,31,23.666666,2.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/LoggerType.java,82,2,0,82,41,51,31,25.5,41.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/UserTO.java,32,4,0,20,10,89,31,22.25,5.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/TaskTO.java,52,5,0,29,10,75,31,15.0,5.8,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/TaskExecTO.java,15,3,0,10,5,71,31,23.666666,3.3333333,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/SyncTaskTO.java,15,3,0,10,5,71,31,23.666666,3.3333333,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/SyncActionClassTO.java,106,2,0,106,53,51,31,25.5,53.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/SchedTaskTO.java,15,3,0,10,5,71,31,23.666666,3.3333333,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/PropagationTaskTO.java,15,3,0,10,5,71,31,23.666666,3.3333333,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/JobClassTO.java,106,2,0,106,53,51,31,25.5,53.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/ConnObjectTO.java,29,4,1,18,9,77,31,19.25,4.5,true
1.0.6,common/src/main/java/org/apache/syncope/common/to/AttributeTO.java,28,4,0,18,9,73,31,18.25,4.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/SyncopeConstants.java,35,6,0,23,7,107,31,17.833334,3.8333333,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/ConfigurationController.java,32,4,1,7,4,83,29,20.75,1.75,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/TaskTestITCase.java,427,24,6,292,72,226,29,9.416667,12.166667,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/NotificationTestITCase.java,45,7,0,9,5,67,20,9.571428,1.2857143,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/NotificationServiceImpl.java,131,6,0,93,91,102,54,17.0,15.5,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/NotificationController.java,25,3,0,7,6,90,54,30.0,2.3333333,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/NotificationTO.java,16,4,0,12,9,69,31,17.25,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/NotificationService.java,34,3,0,24,19,22,8,7.3333335,8.0,false
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/NotificationServiceProxy.java,52,4,0,25,18,24,8,6.0,6.25,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/VirtualSchemaTestITCase.java,52,7,1,33,27,92,20,13.142858,4.714286,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/UserRequestTestITCase.java,34,7,0,10,8,86,26,12.285714,1.4285715,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/SchemaTestITCase.java,103,9,1,29,23,119,20,13.222222,3.2222223,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/DerivedSchemaTestITCase.java,57,7,1,32,26,92,20,13.142858,4.571429,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/AuthenticationTestITCase.java,244,16,0,36,18,183,26,11.4375,2.25,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/AbstractTest.java,327,22,2,179,24,236,31,10.727273,8.136364,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/WorkflowTestITCase.java,26,3,0,6,5,46,20,15.333333,2.0,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/UserRequestTestITCase.java,60,5,0,6,5,57,18,11.4,1.2,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/SearchTestITCase.java,24,5,0,7,5,82,26,16.4,1.4,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,68,8,0,12,5,88,20,11.0,1.5,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/ResourceTestITCase.java,73,6,1,47,23,93,22,15.5,7.8333335,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/ReportTestITCase.java,156,14,1,28,9,156,29,11.142858,2.0,true
1.0.6,core/src/test/java/org/apache/syncope/core/rest/LoggerTestITCase.java,32,4,0,8,5,62,20,15.5,2.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/ReportServiceImpl.java,266,9,0,172,163,134,54,14.888889,19.11111,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/ReportController.java,117,7,0,43,39,141,54,20.142857,6.142857,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/ReportRestClient.java,41,5,0,12,5,64,24,12.8,2.4,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/ReportService.java,137,7,1,79,78,78,29,11.142858,11.285714,true
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/ReportServiceProxy.java,39,5,1,8,5,54,24,10.8,1.6,true
1.0.6,common/src/main/java/org/apache/syncope/common/util/CollectionWrapper.java,101,4,0,100,61,66,31,16.5,25.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/UserRequestType.java,4,2,0,3,3,42,31,21.0,1.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/UserRequestTO.java,35,2,0,35,30,41,31,20.5,17.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/mod/UserMod.java,46,2,0,12,12,46,31,23.0,6.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/mod/MembershipMod.java,12,1,0,12,12,31,31,31.0,12.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/mod/AttributeMod.java,12,1,0,12,12,31,31,31.0,12.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/mod/AbstractAttributableMod.java,34,1,0,21,21,31,31,31.0,21.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/SchemaServiceImpl.java,58,5,0,5,2,101,54,20.2,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/ConnectorServiceImpl.java,103,5,0,8,5,125,54,25.0,1.6,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/LoggerRestClient.java,9,1,0,2,2,8,8,8.0,2.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/LoggerService.java,42,2,0,20,20,15,8,7.5,10.0,false
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/LoggerServiceProxy.java,24,1,0,6,6,8,8,8.0,6.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/LoggerServiceImpl.java,167,6,0,136,110,100,54,16.666666,22.666666,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/ResourceServiceImpl.java,206,5,0,147,146,126,54,25.2,29.4,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/TaskRestClient.java,60,4,0,7,7,47,16,11.75,1.75,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/ResourceRestClient.java,6,1,0,3,3,15,15,15.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/IntMappingType.java,3,1,0,3,3,15,15,15.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/ResourceTO.java,30,3,1,28,13,41,20,13.666667,9.333333,true
1.0.6,common/src/main/java/org/apache/syncope/common/to/PropagationActionClassTO.java,53,1,0,53,53,15,15,15.0,53.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/MappingItemTO.java,19,2,0,19,14,37,22,18.5,9.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/ResourceService.java,52,2,0,34,32,22,15,11.0,17.0,false
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/ResourceServiceProxy.java,23,2,0,10,6,20,15,10.0,5.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/WorkflowFormPropertyType.java,3,1,0,3,3,23,23,23.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/SyncopeLoggerType.java,3,1,0,3,3,23,23,23.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/SyncopeLoggerLevel.java,3,1,0,3,3,23,23,23.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/SyncopeClientExceptionType.java,12,3,1,5,3,49,23,16.333334,1.6666666,true
1.0.6,common/src/main/java/org/apache/syncope/common/types/ReportExecStatus.java,6,2,0,6,3,32,23,16.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/ReportExecExportFormat.java,9,3,0,3,3,58,24,19.333334,1.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/EntityViolationType.java,3,1,0,3,3,23,23,23.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/ConnectorCapability.java,4,2,0,3,3,34,23,17.0,1.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/ConnParameterType.java,4,2,0,4,3,34,23,17.0,2.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/ConflictResolutionAction.java,8,3,0,5,3,46,23,15.333333,1.6666666,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/CipherAlgorithm.java,9,3,0,7,4,54,23,18.0,2.3333333,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/AuditLoggerName.java,6,1,0,6,6,23,23,23.0,6.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/types/AuditElements.java,23,4,0,18,18,102,45,25.5,4.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/WorkflowFormPropertyTO.java,5,1,0,5,5,23,23,23.0,5.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/WorkflowDefinitionTO.java,6,2,0,6,5,27,23,13.5,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/ValidatorTO.java,1,1,0,0,0,23,23,23.0,0.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/ReportTO.java,25,3,0,15,12,32,23,10.666667,5.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/ReportExecTO.java,10,2,0,5,5,32,23,16.0,2.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/LoggerTO.java,5,1,0,5,5,23,23,23.0,5.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/AbstractExecTO.java,3,1,0,3,3,23,23,23.0,3.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/report/UserReportletConf.java,18,2,0,17,14,14,10,7.0,8.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/report/StaticReportletConf.java,9,2,0,9,6,14,10,7.0,4.5,false
1.0.6,common/src/main/java/org/apache/syncope/common/report/AbstractReportletConf.java,3,1,0,3,3,4,4,4.0,3.0,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/RoleRestClient.java,12,3,0,3,2,36,26,12.0,1.0,false
1.0.6,console/src/main/java/org/apache/syncope/console/SyncopeSession.java,13,4,1,7,4,73,54,18.25,1.75,true
1.0.6,common/src/main/java/org/apache/syncope/common/services/RoleService.java,70,4,0,64,58,43,26,10.75,16.0,false
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/RoleServiceProxy.java,19,4,0,8,8,31,18,7.75,2.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/services/RoleServiceImpl.java,274,5,0,188,186,112,54,22.4,37.6,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java,175,5,0,25,12,74,28,14.8,5.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/impl/PropagationManager.java,129,7,2,62,22,125,54,17.857143,8.857142,true
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/impl/PriorityPropagationTaskExecutor.java,5,1,0,1,1,15,15,15.0,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/propagation/PropagationByResource.java,62,1,0,56,56,15,15,15.0,56.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/connid/ConnObjectUtil.java,216,9,1,68,32,161,54,17.88889,7.5555553,true
1.0.6,console/src/main/java/org/apache/syncope/console/pages/Login.java,40,7,1,10,3,191,92,27.285715,1.4285715,true
1.0.6,core/src/main/java/org/apache/syncope/core/services/UserRequestServiceImpl.java,140,9,0,105,96,111,54,12.333333,11.666667,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/UserRequestController.java,40,3,0,1,1,92,54,30.666666,0.33333334,false
1.0.6,console/src/main/java/org/apache/syncope/console/rest/UserRequestRestClient.java,18,2,0,4,3,28,18,14.0,2.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/to/UserRequestOptionsTO.java,35,1,0,35,35,10,10,10.0,35.0,false
1.0.6,common/src/main/java/org/apache/syncope/common/services/UserRequestService.java,50,3,0,34,27,18,10,6.0,11.333333,false
1.0.6,client/src/main/java/org/apache/syncope/client/services/proxy/UserRequestServiceProxy.java,50,5,0,9,5,40,18,8.0,1.8,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/ConfigurationTestITCaseJAXRS.java,34,3,0,32,31,41,20,13.666667,10.666667,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/UserRequestTestITCaseJAXRS.java,33,2,0,31,31,24,12,12.0,15.5,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/SchemaTestITCaseJAXRS.java,39,5,0,34,31,46,12,9.2,6.8,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/RoleTestITCaseJAXRS.java,33,2,0,31,31,24,12,12.0,15.5,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/ResourceTestITCaseJAXRS.java,33,2,0,31,31,24,12,12.0,15.5,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/ReportTestITCaseJAXRS.java,34,3,0,32,31,34,12,11.333333,10.666667,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/PolicyTestITCaseJAXRS.java,35,4,0,32,31,40,12,10.0,8.0,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/NotificationTestITCaseJAXRS.java,33,2,0,31,31,24,12,12.0,15.5,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/LoggerTestITCaseJAXRS.java,33,2,0,31,31,24,12,12.0,15.5,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/EntitlementTestITCaseJAXRS.java,38,4,0,33,31,40,12,10.0,8.25,false
1.0.6,core/src/test/java/org/apache/syncope/core/rest/jaxrs/ConnectorTestITCaseJAXRS.java,35,3,0,31,31,25,12,8.333333,10.333333,false
1.0.6,core/src/test/java/org/apache/syncope/core/persistence/dao/DummyConnectorRegistry.java,1,1,0,0,0,54,54,54.0,0.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java,83,4,2,23,15,83,54,20.75,5.75,true
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java,18,3,1,1,1,120,54,40.0,0.33333334,true
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/user/AbstractUserWorkflowAdapter.java,12,3,1,1,1,120,54,40.0,0.33333334,true
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/role/RoleWorkflowAdapter.java,2,1,0,1,1,54,54,54.0,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/role/NoOpRoleWorkflowAdapter.java,2,1,0,1,1,54,54,54.0,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/role/AbstractRoleWorkflowAdapter.java,2,1,0,1,1,54,54,54.0,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/workflow/WorkflowAdapter.java,2,2,1,0,0,83,54,41.5,0.0,true
1.0.6,core/src/main/java/org/apache/syncope/core/util/ConnBundleManager.java,1,1,0,1,1,54,54,54.0,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java,21,3,0,1,1,100,54,33.333332,0.33333334,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/data/UserRequestDataBinder.java,2,1,0,1,1,54,54,54.0,1.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java,40,3,0,1,1,102,54,34.0,0.33333334,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/data/TaskDataBinder.java,6,2,0,1,1,82,54,41.0,0.5,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java,14,2,0,1,1,82,54,41.0,0.5,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/data/ResourceDataBinder.java,20,4,1,6,4,108,54,27.0,1.5,true
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java,14,2,0,0,0,82,54,41.0,0.0,false
1.0.6,core/src/main/java/org/apache/syncope/core/rest/controller/VirtualSchemaController.java,54,3,1,8,7,98,54,32.666668,2.6666667,true
