@relation SYNCOPE5-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {1.0.5}
@attribute LOC_Touched numeric
@attribute NumberRevisions numeric
@attribute NumberBugFix numeric
@attribute LOC_Added numeric
@attribute MAX_LOC_Added numeric
@attribute Chg_Set_Size numeric
@attribute Max_Chg_Set numeric
@attribute AVG_Chg_Set numeric
@attribute Avg_LOC_Added numeric
@attribute Bugginess {true,false}

@data
1.0.5,1332,26,7,230,46,1083,705,41.653847,8.846154,true
1.0.5,1207,18,2,334,113,1075,705,59.72222,18.555555,true
1.0.5,218,11,0,31,7,840,705,76.36364,2.818182,false
1.0.5,846,11,0,71,26,971,705,88.27273,6.454546,false
1.0.5,57,8,1,44,16,79,29,9.875,5.5,true
1.0.5,299,2,0,17,13,6,5,3,8.5,false
1.0.5,294,15,0,77,16,896,705,59.733334,5.133333,false
1.0.5,109,4,0,5,4,929,705,232.25,1.25,false
1.0.5,192,4,2,80,49,188,181,47,20,true
1.0.5,693,8,1,570,354,1030,705,128.75,71.25,true
1.0.5,461,11,6,110,64,325,181,29.545454,10,true
1.0.5,299,6,0,261,208,931,705,155.16667,43.5,false
1.0.5,272,6,0,48,37,936,705,156,8,false
1.0.5,270,8,0,12,5,986,705,123.25,1.5,false
1.0.5,17,2,0,2,1,195,181,97.5,1,false
1.0.5,29,3,0,13,7,925,705,308.33334,4.333334,false
1.0.5,51,3,0,12,6,925,705,308.33334,4,false
1.0.5,254,3,0,69,63,925,705,308.33334,23,false
1.0.5,91,3,0,80,80,906,705,302,26.666666,false
1.0.5,106,5,1,13,10,954,705,190.8,2.6,true
1.0.5,19,3,0,8,4,925,705,308.33334,2.666667,false
1.0.5,17,4,0,5,3,952,705,238,1.25,false
1.0.5,436,4,0,410,399,935,705,233.75,102.5,false
1.0.5,43,2,0,42,42,886,705,443,21,false
1.0.5,28,1,0,28,28,181,181,181,28,false
1.0.5,28,1,0,28,28,181,181,181,28,false
1.0.5,37,1,0,37,37,181,181,181,37,false
1.0.5,41,1,0,41,41,181,181,181,41,false
1.0.5,42,2,0,41,41,886,705,443,20.5,false
1.0.5,31,1,0,31,31,181,181,181,31,false
1.0.5,61,1,0,61,61,181,181,181,61,false
1.0.5,226,3,0,217,216,900,705,300,72.333336,false
1.0.5,125,3,0,121,120,889,705,296.33334,40.333332,false
1.0.5,45,1,0,45,45,181,181,181,45,false
1.0.5,26,1,0,26,26,181,181,181,26,false
1.0.5,157,2,0,157,156,886,705,443,78.5,false
1.0.5,105,3,0,103,102,889,705,296.33334,34.333332,false
1.0.5,35,1,0,35,35,181,181,181,35,false
1.0.5,69,4,0,66,65,995,705,248.75,16.5,false
1.0.5,699,6,1,679,674,1112,705,185.33333,113.166664,true
1.0.5,152,2,0,150,150,886,705,443,75,false
1.0.5,209,3,1,200,199,910,705,303.33334,66.666664,true
1.0.5,123,4,0,118,117,995,705,248.75,29.5,false
1.0.5,80,2,0,78,78,886,705,443,39,false
1.0.5,136,2,0,131,131,886,705,443,65.5,false
1.0.5,68,4,0,64,63,995,705,248.75,16,false
1.0.5,107,4,0,103,103,995,705,248.75,25.75,false
1.0.5,19,2,0,19,18,886,705,443,9.5,false
1.0.5,241,3,0,232,228,979,705,326.33334,77.333336,false
1.0.5,327,4,0,70,44,307,181,76.75,17.5,false
1.0.5,177,3,0,140,136,911,705,303.66666,46.666668,false
1.0.5,67,4,0,18,14,307,181,76.75,4.5,false
1.0.5,124,3,0,99,99,911,705,303.66666,33,false
1.0.5,45,6,0,11,8,1044,705,174,1.833333,false
1.0.5,51,5,0,6,2,970,705,194,1.2,false
1.0.5,80,2,0,24,24,886,705,443,12,false
1.0.5,44,4,0,30,28,1059,705,264.75,7.5,false
1.0.5,310,3,0,129,120,889,705,296.33334,43,false
1.0.5,204,3,0,7,5,979,705,326.33334,2.333333,false
1.0.5,25,3,0,4,2,890,705,296.66666,1.333333,false
1.0.5,154,8,2,11,4,1223,705,152.875,1.375,true
1.0.5,183,7,0,113,108,1282,705,183.14285,16.142857,false
1.0.5,95,6,0,27,15,1019,705,169.83333,4.5,false
1.0.5,40,3,1,9,6,910,705,303.33334,3,true
1.0.5,32,2,0,22,22,886,705,443,11,false
1.0.5,118,2,0,109,105,195,181,97.5,54.5,false
1.0.5,57,2,0,56,56,261,181,130.5,28,false
1.0.5,234,7,0,70,42,264,181,37.714287,10,false
1.0.5,312,3,1,154,153,285,181,95,51.333332,true
1.0.5,153,7,2,11,4,965,705,137.85715,1.571428,true
1.0.5,13,2,0,4,4,886,705,443,2,false
1.0.5,4,2,0,1,1,886,705,443,0.5,false
1.0.5,69,4,0,28,26,998,705,249.5,7,false
1.0.5,18,3,0,5,3,979,705,326.33334,1.666667,false
1.0.5,330,4,0,18,10,1059,705,264.75,4.5,false
1.0.5,42,3,0,4,2,979,705,326.33334,1.333333,false
1.0.5,17,3,0,5,3,979,705,326.33334,1.666667,false
1.0.5,90,4,0,51,38,1059,705,264.75,12.75,false
1.0.5,70,5,0,27,21,1084,705,216.8,5.4,false
1.0.5,12,3,0,4,3,979,705,326.33334,1.333333,false
1.0.5,22,3,0,4,3,979,705,326.33334,1.333333,false
1.0.5,647,5,0,616,565,1011,705,202.2,123.2,false
1.0.5,362,4,0,347,341,1059,705,264.75,86.75,false
1.0.5,4,4,0,1,1,976,705,244,0.25,false
1.0.5,7,2,0,1,1,886,705,443,0.5,false
1.0.5,17,3,0,13,12,966,705,322,4.333334,false
1.0.5,10,2,0,3,2,886,705,443,1.5,false
1.0.5,70,2,0,69,69,886,705,443,34.5,false
1.0.5,42,3,0,41,40,966,705,322,13.666667,false
1.0.5,59,3,0,58,56,979,705,326.33334,19.333334,false
1.0.5,145,4,0,139,135,982,705,245.5,34.75,false
1.0.5,21,4,1,14,6,989,705,247.25,3.5,true
1.0.5,8,3,0,4,2,979,705,326.33334,1.333333,false
1.0.5,59,4,0,58,56,990,705,247.5,14.5,false
1.0.5,127,5,0,122,118,993,705,198.6,24.4,false
1.0.5,21,3,0,13,6,979,705,326.33334,4.333334,false
1.0.5,21,3,0,13,6,979,705,326.33334,4.333334,false
1.0.5,22,5,0,15,14,1016,705,203.2,3,false
1.0.5,22,3,0,2,1,911,705,303.66666,0.666667,false
1.0.5,97,3,0,20,18,911,705,303.66666,6.666666,false
1.0.5,172,3,0,165,161,897,705,299,55,false
1.0.5,94,3,0,91,89,979,705,326.33334,30.333334,false
1.0.5,59,3,0,16,6,189,181,63,5.333334,false
1.0.5,136,5,0,19,14,319,181,63.8,3.8,false
1.0.5,2,1,0,0,0,181,181,181,0,false
1.0.5,44,7,1,17,11,1043,705,149,2.428571,true
1.0.5,3,1,0,0,0,181,181,181,0,false
1.0.5,15,4,0,0,0,1092,705,273,0,false
1.0.5,46,6,0,4,3,1126,705,187.66667,0.666667,false
1.0.5,605,5,0,16,15,1072,705,214.4,3.2,false
1.0.5,433,6,2,68,32,942,705,157,11.333333,true
1.0.5,9,3,0,0,0,889,705,296.33334,0,false
1.0.5,65,3,1,15,9,893,705,297.66666,5,true
1.0.5,29,6,2,4,2,963,705,160.5,0.666667,true
1.0.5,76,6,0,32,21,935,705,155.83333,5.333334,false
1.0.5,81,3,0,23,19,1057,705,352.33334,7.666666,false
1.0.5,1,1,0,0,0,181,181,181,0,false
1.0.5,21,1,0,7,7,181,181,181,7,false
1.0.5,26,1,0,26,26,181,181,181,26,false
1.0.5,23,1,0,15,15,181,181,181,15,false
1.0.5,2,1,0,1,1,181,181,181,1,false
1.0.5,16,1,0,12,12,181,181,181,12,false
1.0.5,32,1,0,0,0,181,181,181,0,false
1.0.5,10,1,0,10,10,181,181,181,10,false
1.0.5,50,1,0,8,8,181,181,181,8,false
1.0.5,10,1,0,1,1,181,181,181,1,false
1.0.5,21,1,0,20,20,181,181,181,20,false
1.0.5,123,1,0,123,123,181,181,181,123,false
1.0.5,116,1,0,116,116,181,181,181,116,false
1.0.5,31,1,0,31,31,181,181,181,31,false
1.0.5,74,2,0,16,16,201,181,100.5,8,false
1.0.5,37,2,0,34,34,201,181,100.5,17,false
1.0.5,127,1,0,127,127,181,181,181,127,false
1.0.5,43,1,0,2,2,181,181,181,2,false
1.0.5,95,3,0,7,5,799,705,266.33334,2.333333,false
1.0.5,14,3,0,7,3,719,705,239.66667,2.333333,false
1.0.5,50,4,0,24,18,793,705,198.25,6,false
1.0.5,18,2,0,0,0,708,705,354,0,false
1.0.5,10,2,0,3,2,708,705,354,1.5,false
1.0.5,12,3,0,0,0,743,705,247.66667,0,false
1.0.5,1,1,0,1,1,80,80,80,1,false
1.0.5,5,2,0,3,2,785,705,392.5,1.5,false
1.0.5,30,3,0,3,2,824,705,274.66666,1,false
1.0.5,24,1,0,24,24,80,80,80,24,false
1.0.5,190,1,0,190,190,80,80,80,190,false
1.0.5,141,3,1,138,130,793,705,264.33334,46,true
1.0.5,4,2,0,3,2,785,705,392.5,1.5,false
1.0.5,37,7,1,5,2,893,705,127.57143,0.714286,true
1.0.5,2,2,0,1,1,112,80,56,0.5,false
1.0.5,58,4,0,49,47,823,705,205.75,12.25,false
1.0.5,4,3,0,3,2,794,705,264.66666,1,false
1.0.5,7,3,0,4,2,810,705,270,1.333333,false
1.0.5,7,2,0,4,3,785,705,392.5,2,false
