@relation SYNCOPE7-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {1.0.7}
@attribute LOC_Touched numeric
@attribute NumberRevisions numeric
@attribute NumberBugFix numeric
@attribute LOC_Added numeric
@attribute MAX_LOC_Added numeric
@attribute Chg_Set_Size numeric
@attribute Max_Chg_Set numeric
@attribute AVG_Chg_Set numeric
@attribute Avg_LOC_Added numeric
@attribute bugginess {true,false}

@data
1.0.7,4,1,0,1,1,1,1,1,1,false
1.0.7,5,2,1,1,1,3,2,1.5,0.5,true
1.0.7,3,1,0,0,0,3,3,3,0,false
1.0.7,53,3,2,14,14,20,10,6.666666,4.666666,true
1.0.7,7,2,0,2,2,5,3,2.5,1,false
1.0.7,83,4,0,40,38,79,57,19.75,10,false
1.0.7,7,1,0,2,2,6,6,6,2,false
1.0.7,16,2,0,7,7,63,57,31.5,3.5,false
1.0.7,7,1,0,6,6,6,6,6,6,false
1.0.7,12,2,0,5,5,63,57,31.5,2.5,false
1.0.7,18,3,0,7,7,84,57,28,2.333333,false
1.0.7,2,1,0,0,0,1,1,1,0,false
1.0.7,1,1,1,1,1,1,1,1,1,true
1.0.7,9,1,1,0,0,4,4,4,0,true
1.0.7,11,1,1,5,5,3,3,3,5,true
1.0.7,87,1,1,0,0,3,3,3,0,true
1.0.7,6,2,0,0,0,8,7,4,0,false
1.0.7,2,1,1,0,0,10,10,10,0,true
1.0.7,176,2,2,136,132,18,10,9,68,true
1.0.7,6,1,1,1,1,10,10,10,1,true
1.0.7,2,1,1,1,1,10,10,10,1,true
1.0.7,11,1,1,0,0,10,10,10,0,true
1.0.7,38,1,1,0,0,10,10,10,0,true
1.0.7,25,1,1,0,0,10,10,10,0,true
1.0.7,37,1,1,1,1,10,10,10,1,true
1.0.7,12,1,1,0,0,10,10,10,0,true
1.0.7,74,4,1,10,9,114,57,28.5,2.5,true
1.0.7,72,4,1,9,8,114,57,28.5,2.25,true
1.0.7,69,3,1,6,5,93,57,31,2,true
1.0.7,3,1,0,0,0,7,7,7,0,false
1.0.7,3,1,0,0,0,7,7,7,0,false
1.0.7,10,1,0,1,1,7,7,7,1,false
1.0.7,34,1,1,14,14,2,2,2,14,true
1.0.7,44,1,1,44,44,8,8,8,44,true
1.0.7,4,1,0,1,1,1,1,1,1,false
1.0.7,19,1,1,4,4,3,3,3,4,true
1.0.7,42,1,1,0,0,3,3,3,0,true
1.0.7,6,2,1,4,4,20,18,10,2,true
1.0.7,40,3,0,32,27,29,18,9.666667,10.666667,false
1.0.7,4,1,1,0,0,5,5,5,0,true
1.0.7,347,4,4,120,62,27,10,6.75,30,true
1.0.7,4,1,1,0,0,5,5,5,0,true
1.0.7,63,1,1,44,44,5,5,5,44,true
1.0.7,16,2,2,3,2,15,10,7.5,1.5,true
