Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
1.0.8,core/src/test/java/org/apache/syncope/core/rest/ConnInstanceTestITCase.java,720,5,2,706,695,1216,1166,243.2,141.2,true
1.0.8,core/src/test/java/org/apache/syncope/core/persistence/dao/ConnInstanceTest.java,156,3,0,144,142,1211,1166,403.66666,48.0,false
1.0.8,core/src/test/java/org/apache/syncope/core/init/ConnectorManagerTest.java,147,3,0,145,73,1220,1166,406.66666,48.333332,false
1.0.8,core/src/test/java/org/apache/syncope/core/AbstractTest.java,62,2,0,61,61,1206,1166,603.0,30.5,false
1.0.8,core/src/main/java/org/apache/syncope/core/util/ConnIdBundleManager.java,376,3,0,332,304,1211,1166,403.66666,110.666664,false
1.0.8,core/src/main/java/org/apache/syncope/core/rest/data/SchemaDataBinder.java,107,2,0,100,100,1206,1166,603.0,50.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/rest/data/ConnInstanceDataBinder.java,235,2,0,229,221,1206,1166,603.0,114.5,false
1.0.8,core/src/main/java/org/apache/syncope/core/rest/controller/ConnInstanceController.java,443,2,0,401,397,1206,1166,603.0,200.5,false
1.0.8,core/src/main/java/org/apache/syncope/core/propagation/impl/ConnectorFacadeProxy.java,588,2,0,553,553,1206,1166,603.0,276.5,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ConnInstanceValidator.java,113,3,0,106,53,1211,1166,403.66666,35.333332,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ConnInstanceCheck.java,82,2,0,82,41,1206,1166,603.0,41.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/beans/ConnInstance.java,273,2,0,247,227,1206,1166,603.0,123.5,false
1.0.8,core/src/main/java/org/apache/syncope/core/init/ConnectorManager.java,13,2,1,3,3,41,40,20.5,1.5,true
1.0.8,console/src/main/java/org/apache/syncope/console/pages/Resources.java,619,2,0,612,610,1206,1166,603.0,306.0,false
1.0.8,console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java,723,2,0,551,510,1206,1166,603.0,275.5,false
1.0.8,common/src/main/java/org/apache/syncope/common/types/EntityViolationType.java,74,2,0,74,73,1206,1166,603.0,37.0,false
1.0.8,common/src/main/java/org/apache/syncope/common/to/ConnInstanceTO.java,236,2,0,215,195,1206,1166,603.0,107.5,false
1.0.8,common/src/main/java/org/apache/syncope/common/to/ConnBundleTO.java,151,2,0,133,107,1206,1166,603.0,66.5,false
1.0.8,build-tools/src/main/java/org/apache/syncope/buildtools/ServiceTimeoutServlet.java,114,2,0,110,105,1206,1166,603.0,55.0,false
1.0.8,build-tools/src/main/java/org/apache/syncope/buildtools/H2StartStopListener.java,101,2,0,100,100,1206,1166,603.0,50.0,false
1.0.8,build-tools/src/main/java/org/apache/syncope/buildtools/ConnIdStartStopListener.java,206,2,0,206,103,1206,1166,603.0,103.0,false
1.0.8,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java,261,2,0,255,248,1206,1166,603.0,127.5,false
1.0.8,core/src/test/java/org/apache/syncope/core/rest/ConnInstanceTestITCase.java,7,2,0,0,0,7,5,3.5,0.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/util/URIUtil.java,122,2,0,122,61,1171,1166,585.5,61.0,false
1.0.8,console/src/test/java/org/apache/syncope/console/ConnInstanceTestITCase.java,110,2,0,104,103,1168,1166,584.0,52.0,false
1.0.8,console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java,370,5,2,285,279,1182,1166,236.4,57.0,true
1.0.8,core/src/test/java/org/apache/syncope/core/rest/TaskTestITCase.java,935,3,0,933,932,1183,1166,394.33334,311.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/beans/SyncTask.java,168,3,0,166,166,1184,1166,394.66666,55.333332,false
1.0.8,core/src/main/java/org/apache/syncope/core/init/JobInstanceLoader.java,265,3,0,253,253,1184,1166,394.66666,84.333336,false
1.0.8,core/src/main/java/org/apache/syncope/core/workflow/ActivitiDetector.java,101,2,0,86,86,1181,1166,590.5,43.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/util/PasswordEncoder.java,178,2,0,177,176,1181,1166,590.5,88.5,false
1.0.8,core/src/main/java/org/apache/syncope/core/security/SyncopeMD5FallbackAuthenticationProvider.java,94,2,0,94,47,1181,1166,590.5,47.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/security/SyncopeAuthenticationProvider.java,193,2,0,190,184,1181,1166,590.5,95.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/rest/data/ResourceDataBinder.java,385,2,0,382,382,1181,1166,590.5,191.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/ContentLoader.java,225,3,0,81,80,1195,1166,398.33334,27.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AbstractContentDealer.java,277,3,0,219,108,1195,1166,398.33334,73.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/beans/ReportletConfInstance.java,67,2,0,66,66,1181,1166,590.5,33.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/beans/Policy.java,75,2,0,74,74,1181,1166,590.5,37.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/persistence/beans/ExternalResource.java,393,2,0,378,374,1181,1166,590.5,189.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java,92,2,0,92,77,1181,1166,590.5,46.0,false
1.0.8,core/src/main/java/org/apache/syncope/core/init/ContentUpgrader.java,610,3,0,604,304,1195,1166,398.33334,201.33333,false
1.0.8,console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java,232,2,0,226,226,1169,1166,584.5,113.0,false
