Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
1.2.10,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SpinnerFieldPanel.java,8,2,1,4,2,3,2,1.5,2.0,true
1.2.10,core/src/main/java/org/apache/syncope/core/rest/controller/LoggerController.java,6,1,1,6,6,1,1,1.0,6.0,true
1.2.10,core/src/main/java/org/apache/syncope/core/rest/controller/LoggerController.java,10,3,0,6,6,246,135,82.0,2.0,false
1.2.10,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java,6,1,1,3,3,1,1,1.0,3.0,true
1.2.10,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java,52,6,0,14,6,323,135,53.833332,2.3333333,false
1.2.10,core/src/main/java/org/apache/syncope/core/util/VelocityEngineFactoryBean.java,35,3,0,8,8,10,8,3.3333333,2.6666667,false
1.2.10,core/src/main/java/org/apache/syncope/core/util/VelocityEngineFactoryBean.java,9,1,0,8,8,1,1,1.0,8.0,false
1.2.10,core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java,16,5,0,11,6,321,135,64.2,2.2,false
1.2.10,core/src/main/java/org/apache/syncope/core/workflow/role/NoOpRoleWorkflowAdapter.java,4,2,0,0,0,15,8,7.5,0.0,false
1.2.10,core/src/main/java/org/apache/syncope/core/workflow/WorkflowAdapter.java,8,2,0,0,0,15,8,7.5,0.0,false
1.2.10,core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java,115,5,1,60,20,45,10,9.0,12.0,true
1.2.10,core/src/main/java/org/apache/syncope/core/rest/controller/UserWorkflowController.java,8,2,0,0,0,15,8,7.5,0.0,false
1.2.10,core/src/main/java/org/apache/syncope/core/rest/controller/RoleController.java,211,7,0,14,7,570,228,81.42857,2.0,false
1.2.10,core/src/main/java/org/apache/syncope/core/notification/NotificationManager.java,10,2,1,10,5,4,2,2.0,5.0,true
1.2.10,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java,18,2,1,0,0,4,2,2.0,0.0,true
1.2.10,console/src/test/java/org/apache/syncope/console/ConnInstanceTestITCase.java,111,3,1,27,9,17,9,5.6666665,9.0,true
1.2.10,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/FieldPanel.java,9,3,1,0,0,17,9,5.6666665,0.0,true
1.2.10,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateFieldPanel.java,9,3,1,0,0,17,9,5.6666665,0.0,true
1.2.10,console/src/main/java/org/apache/syncope/console/pages/ConfModalPage.java,3,3,1,3,1,17,9,5.6666665,1.0,true
