@relation SYNCOPE19-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {1.2.5}
@attribute LOC_Touched numeric
@attribute NumberRevisions numeric
@attribute NumberBugFix numeric
@attribute LOC_Added numeric
@attribute MAX_LOC_Added numeric
@attribute Chg_Set_Size numeric
@attribute Max_Chg_Set numeric
@attribute AVG_Chg_Set numeric
@attribute Avg_LOC_Added numeric
@attribute bugginess {true,false}

@data
1.2.5,2,1,0,0,0,2,2,2,0,false
1.2.5,36,5,0,6,6,55,22,11,1.2,false
1.2.5,183,8,1,20,14,352,100,44,2.5,true
1.2.5,252,9,0,141,53,348,100,38.666668,15.666667,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,38,4,1,5,4,165,100,41.25,1.25,true
1.2.5,5,1,0,0,0,100,100,100,0,false
1.2.5,61,1,0,61,61,100,100,100,61,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,3,1,0,0,0,100,100,100,0,false
1.2.5,18,2,0,0,0,119,100,59.5,0,false
1.2.5,68,3,0,33,33,148,100,49.333332,11,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,8,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,9,1,0,0,0,100,100,100,0,false
1.2.5,33,1,0,7,7,100,100,100,7,false
1.2.5,3,2,0,0,0,109,100,54.5,0,false
1.2.5,9,3,1,0,0,138,100,46,0,true
1.2.5,36,3,0,24,15,137,100,45.666668,8,false
1.2.5,119,5,0,51,47,291,100,58.2,10.2,false
1.2.5,174,7,0,124,97,240,100,34.285713,17.714285,false
1.2.5,110,3,0,49,47,137,100,45.666668,16.333334,false
1.2.5,144,3,0,9,4,137,100,45.666668,3,false
1.2.5,30,1,0,2,2,100,100,100,2,false
1.2.5,79,2,0,77,77,109,100,54.5,38.5,false
1.2.5,12,2,0,0,0,147,100,73.5,0,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,43,1,0,43,43,100,100,100,43,false
1.2.5,113,1,0,0,0,100,100,100,0,false
1.2.5,3,2,0,0,0,155,100,77.5,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,1,1,100,100,100,1,false
1.2.5,18,3,0,14,14,254,100,84.666664,4.666666,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,63,1,0,63,63,100,100,100,63,false
1.2.5,41,1,0,41,41,100,100,100,41,false
1.2.5,29,3,0,1,1,254,100,84.666664,0.333333,false
1.2.5,72,3,0,31,31,184,100,61.333332,10.333333,false
1.2.5,42,2,0,0,0,155,100,77.5,0,false
1.2.5,28,2,0,3,2,155,100,77.5,1.5,false
1.2.5,17,3,0,5,4,153,100,51,1.666667,false
1.2.5,13,1,0,5,5,100,100,100,5,false
1.2.5,99,1,0,48,48,100,100,100,48,false
1.2.5,15,1,0,12,12,100,100,100,12,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,88,2,0,3,2,155,100,77.5,1.5,false
1.2.5,14,3,0,1,1,213,100,71,0.333333,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,95,9,0,40,13,319,100,35.444443,4.444445,false
1.2.5,32,3,0,1,1,213,100,71,0.333333,false
1.2.5,176,7,0,60,53,258,100,36.857143,8.571428,false
1.2.5,61,3,0,46,45,128,100,42.666668,15.333333,false
1.2.5,4,1,0,0,0,100,100,100,0,false
1.2.5,13,1,0,0,0,100,100,100,0,false
1.2.5,25,2,0,8,8,129,100,64.5,4,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,1,1,0,0,0,100,100,100,0,false
1.2.5,3,1,0,0,0,100,100,100,0,false
1.2.5,11,1,0,6,6,100,100,100,6,false
1.2.5,16,1,0,0,0,100,100,100,0,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,6,2,0,1,1,199,100,99.5,0.5,false
1.2.5,2,1,0,1,1,100,100,100,1,false
1.2.5,2,1,0,0,0,100,100,100,0,false
1.2.5,19,3,0,8,8,152,100,50.666668,2.666667,false
1.2.5,16,2,0,14,10,119,100,59.5,7,false
1.2.5,58,2,0,12,12,109,100,54.5,6,false
1.2.5,59,2,0,3,3,109,100,54.5,1.5,false
1.2.5,9,2,0,0,0,182,100,91,0,false
1.2.5,8,2,0,0,0,199,100,99.5,0,false
1.2.5,4,3,0,3,2,215,100,71.666664,1,false
1.2.5,11,1,0,0,0,100,100,100,0,false
1.2.5,68,6,0,2,1,325,100,54.166668,0.333333,false
1.2.5,12,2,1,12,6,4,2,2,6,true
1.2.5,10,2,0,8,8,38,22,19,4,false
1.2.5,31,3,0,4,4,55,29,18.333334,1.333333,false
1.2.5,10,1,0,0,0,22,22,22,0,false
1.2.5,15,1,0,0,0,22,22,22,0,false
1.2.5,13,2,0,0,0,33,22,16.5,0,false
1.2.5,12,1,0,0,0,22,22,22,0,false
1.2.5,34,3,0,0,0,62,29,20.666666,0,false
1.2.5,8,1,0,0,0,22,22,22,0,false
1.2.5,12,2,0,1,1,23,22,11.5,0.5,false
1.2.5,22,2,0,0,0,33,22,16.5,0,false
1.2.5,11,1,0,0,0,22,22,22,0,false
1.2.5,18,1,0,0,0,22,22,22,0,false
1.2.5,104,3,0,4,4,55,22,18.333334,1.333333,false
1.2.5,17,2,0,0,0,33,22,16.5,0,false
1.2.5,17,2,0,0,0,33,22,16.5,0,false
1.2.5,10,1,0,0,0,22,22,22,0,false
1.2.5,16,2,0,0,0,33,22,16.5,0,false
1.2.5,16,2,0,1,1,23,22,11.5,0.5,false
1.2.5,16,1,0,0,0,22,22,22,0,false
1.2.5,11,2,0,5,5,39,22,19.5,2.5,false
1.2.5,6,2,0,2,2,7,6,3.5,1,false
1.2.5,83,3,0,39,39,26,16,8.666667,13,false
1.2.5,6,2,0,2,2,44,28,22,1,false
1.2.5,35,2,0,25,25,20,16,10,12.5,false
1.2.5,5,2,0,2,1,52,36,26,1,false
1.2.5,14,2,0,13,13,31,16,15.5,6.5,false
1.2.5,7,3,0,5,3,59,28,19.666666,1.666667,false
1.2.5,17,2,0,14,14,17,16,8.5,7,false
1.2.5,2,2,0,0,0,44,28,22,0,false
1.2.5,34,2,2,12,12,7,5,3.5,6,true
1.2.5,13,2,2,7,5,4,2,2,3.5,true
1.2.5,1,1,0,0,0,17,17,17,0,false
1.2.5,10,2,0,0,0,45,28,22.5,0,false
1.2.5,4,1,0,0,0,17,17,17,0,false
1.2.5,6,2,0,0,0,18,17,9,0,false
1.2.5,4,1,0,0,0,17,17,17,0,false
