Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
1.2.0,console/src/test/java/org/apache/syncope/console/UserTestITCase.java,9,3,0,4,2,103,42,34.333332,1.3333334,false
1.2.0,console/src/test/java/org/apache/syncope/console/TaskTestITCase.java,2,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/test/java/org/apache/syncope/console/SchemaTestITCase.java,1,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/test/java/org/apache/syncope/console/RoleTestITCase.java,3,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/test/java/org/apache/syncope/console/ResourceTestITCase.java,7,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/test/java/org/apache/syncope/console/ReportTestITCase.java,1,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/test/java/org/apache/syncope/console/ConnInstanceTestITCase.java,4,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/test/java/org/apache/syncope/console/ConfigurationTestITCase.java,1,1,0,1,1,19,19,19.0,1.0,false
1.2.0,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLinksPanel.java,15,1,0,15,15,19,19,19.0,15.0,false
1.2.0,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLink.java,1,1,0,1,1,19,19,19.0,1.0,false
1.2.0,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/ActionResultColumn.java,2,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java,17,1,0,0,0,19,19,19.0,0.0,false
1.2.0,console/src/main/java/org/apache/syncope/console/pages/Resources.java,21,1,0,21,21,19,19,19.0,21.0,false
1.2.0,core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java,25,3,0,19,19,55,19,18.333334,6.3333335,false
1.2.0,core/src/main/java/org/apache/syncope/core/sync/impl/PushJob.java,3,1,0,0,0,19,19,19.0,0.0,false
1.2.0,core/src/main/java/org/apache/syncope/core/sync/impl/AbstractSyncJob.java,29,1,0,0,0,19,19,19.0,0.0,false
1.2.0,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/PolicyDAOImpl.java,9,1,0,0,0,19,19,19.0,0.0,false
1.2.0,core/src/main/java/org/apache/syncope/core/persistence/dao/PolicyDAO.java,3,1,0,0,0,19,19,19.0,0.0,false
1.2.0,core/src/main/java/org/apache/syncope/core/persistence/beans/ExternalResource.java,25,5,0,4,2,137,56,27.4,0.8,false
1.2.0,console/src/main/java/org/apache/syncope/console/rest/TaskRestClient.java,12,1,0,12,12,19,19,19.0,12.0,false
