@relation SYNCOPE17-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {1.2.3}
@attribute LOC_Touched numeric
@attribute NumberRevisions numeric
@attribute NumberBugFix numeric
@attribute LOC_Added numeric
@attribute MAX_LOC_Added numeric
@attribute Chg_Set_Size numeric
@attribute Max_Chg_Set numeric
@attribute AVG_Chg_Set numeric
@attribute Avg_LOC_Added numeric
@attribute bugginess {true,false}

@data
1.2.3,42,1,0,42,42,8,8,8,42,false
1.2.3,35,4,0,33,15,315,150,78.75,8.25,false
1.2.3,6,3,0,4,4,300,150,100,1.333333,false
1.2.3,2,1,0,0,0,166,166,166,0,false
1.2.3,4,1,0,3,3,166,166,166,3,false
1.2.3,2,1,0,0,0,166,166,166,0,false
1.2.3,12,1,0,8,8,166,166,166,8,false
1.2.3,6,1,0,0,0,166,166,166,0,false
1.2.3,8,1,0,2,2,166,166,166,2,false
1.2.3,13,1,0,2,2,166,166,166,2,false
1.2.3,7,1,0,6,6,166,166,166,6,false
1.2.3,19,1,0,9,9,166,166,166,9,false
1.2.3,15,1,0,1,1,166,166,166,1,false
1.2.3,9,1,0,0,0,166,166,166,0,false
1.2.3,9,1,0,3,3,166,166,166,3,false
1.2.3,4,1,0,3,3,166,166,166,3,false
1.2.3,5,1,0,3,3,166,166,166,3,false
1.2.3,5,1,0,3,3,166,166,166,3,false
1.2.3,5,1,0,3,3,166,166,166,3,false
1.2.3,4,1,0,3,3,166,166,166,3,false
1.2.3,10,1,0,0,0,166,166,166,0,false
1.2.3,14,1,0,2,2,166,166,166,2,false
1.2.3,3,1,0,1,1,166,166,166,1,false
1.2.3,2,1,0,2,2,166,166,166,2,false
1.2.3,19,3,0,0,0,733,502,244.33333,0,false
1.2.3,14,2,0,0,0,277,166,138.5,0,false
1.2.3,30,4,0,11,11,767,502,191.75,2.75,false
1.2.3,16,3,0,5,5,265,166,88.333336,1.666667,false
1.2.3,1,1,0,0,0,166,166,166,0,false
1.2.3,6,2,0,0,0,668,502,334,0,false
1.2.3,4,2,0,0,0,668,502,334,0,false
1.2.3,6,2,0,2,1,668,502,334,1,false
1.2.3,37,2,0,1,1,668,502,334,0.5,false
1.2.3,1,1,0,0,0,166,166,166,0,false
1.2.3,39,2,0,0,0,254,166,127,0,false
1.2.3,28,2,0,0,0,254,166,127,0,false
1.2.3,33,2,0,0,0,668,502,334,0,false
1.2.3,11,2,0,0,0,668,502,334,0,false
1.2.3,8,3,0,2,1,756,502,252,0.666667,false
1.2.3,1,1,0,1,1,166,166,166,1,false
