Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/RoleDAOImpl.java,285,11,2,237,76,765,242,69.545456,21.545454,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/dao/RoleDAO.java,27,9,1,13,4,566,242,62.88889,1.4444444,true
1.0.9,console/src/main/java/org/apache/syncope/console/rest/ReportRestClient.java,4,1,1,0,0,1,1,1.0,0.0,true
1.0.9,console/src/main/java/org/apache/syncope/console/rest/ReportRestClient.java,25,7,2,5,4,546,242,78.0,0.71428573,true
1.0.9,core/src/test/java/org/apache/syncope/core/rest/ResourceTestITCase.java,289,22,8,137,35,1138,242,51.727272,6.2272725,true
1.0.9,core/src/test/java/org/apache/syncope/core/persistence/relationships/ResourceTest.java,62,2,2,62,31,10,5,5.0,31.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/rest/data/ResourceDataBinder.java,44,13,4,8,6,744,242,57.23077,0.61538464,true
1.0.9,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java,117,3,1,46,46,21,15,7.0,15.333333,true
1.0.9,console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java,43,13,2,6,3,602,117,46.307693,0.46153846,true
1.0.9,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java,219,12,2,54,46,528,195,44.0,4.5,true
1.0.9,console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java,7,2,0,0,0,2,1,1.0,0.0,false
1.0.9,console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java,141,9,0,55,37,778,242,86.44444,6.111111,false
1.0.9,core/src/test/java/org/apache/syncope/core/rest/ConnInstanceTestITCase.java,176,9,0,45,21,552,124,61.333332,5.0,false
1.0.9,core/src/main/java/org/apache/syncope/core/services/ConnectorServiceImpl.java,48,9,1,3,1,692,242,76.888885,0.33333334,true
1.0.9,core/src/main/java/org/apache/syncope/core/rest/controller/ConnInstanceController.java,117,5,1,34,32,241,117,48.2,6.8,true
1.0.9,core/src/main/java/org/apache/syncope/core/propagation/impl/ConnectorFacadeProxy.java,16,3,0,1,1,72,42,24.0,0.33333334,false
1.0.9,core/src/main/java/org/apache/syncope/core/propagation/impl/AsyncConnectorFacade.java,10,2,0,0,0,30,15,15.0,0.0,false
1.0.9,core/src/main/java/org/apache/syncope/core/propagation/Connector.java,20,2,0,14,7,30,15,15.0,7.0,false
1.0.9,console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java,57,9,0,27,12,669,242,74.333336,3.0,false
1.0.9,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java,82,7,0,29,12,206,40,29.428572,4.142857,false
1.0.9,common/src/main/java/org/apache/syncope/common/types/AuditElements.java,469,14,3,6,1,635,125,45.357143,0.42857143,true
1.0.9,common/src/main/java/org/apache/syncope/common/to/ConnIdObjectClassTO.java,144,2,0,144,72,30,15,15.0,72.0,false
1.0.9,common/src/main/java/org/apache/syncope/common/services/ConnectorService.java,127,8,0,81,72,584,242,73.0,10.125,false
1.0.9,client/src/main/java/org/apache/syncope/client/services/proxy/ConnectorServiceProxy.java,18,2,0,2,1,30,15,15.0,1.0,false
1.0.9,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java,8,1,1,1,1,1,1,1.0,1.0,true
1.0.9,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java,8,1,1,1,1,1,1,1.0,1.0,true
1.0.9,core/src/test/java/org/apache/syncope/core/rest/UserTestITCase.java,1169,25,10,530,104,681,125,27.24,21.2,true
1.0.9,core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java,1721,30,12,352,75,1564,242,52.133335,11.733334,true
1.0.9,core/src/test/java/org/apache/syncope/core/rest/UserTestITCase.java,2049,34,13,618,126,1351,242,39.735294,18.17647,true
1.0.9,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java,278,11,3,84,40,652,242,59.272728,7.6363635,true
1.0.9,core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java,54,3,2,30,30,12,5,4.0,10.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java,7,3,1,3,2,92,86,30.666666,1.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java,504,18,7,234,99,974,242,54.11111,13.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java,3,3,0,0,0,4,2,1.3333334,0.0,false
1.0.9,core/src/main/java/org/apache/syncope/core/util/URIUtil.java,6,2,2,0,0,6,3,3.0,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/propagation/impl/LDAPMembershipPropagationActions.java,30,4,2,1,1,125,117,31.25,0.25,true
1.0.9,core/src/main/java/org/apache/syncope/core/propagation/impl/LDAPMembershipPropagationActions.java,48,9,5,2,1,373,195,41.444443,0.22222222,true
1.0.9,core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java,198,10,4,156,90,750,242,75.0,15.6,true
1.0.9,core/src/main/java/org/apache/syncope/core/rest/controller/RoleController.java,632,28,10,219,66,1565,242,55.892857,7.821429,true
1.0.9,core/src/main/java/org/apache/syncope/core/propagation/impl/PropagationManager.java,360,22,10,130,30,936,195,42.545456,5.909091,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/beans/user/SyncopeUser.java,100,12,5,17,4,531,195,44.25,1.4166666,true
1.0.9,console/src/test/java/org/apache/syncope/console/ConnInstanceTestITCase.java,15,5,1,10,5,340,242,68.0,2.0,true
1.0.9,console/src/test/java/org/apache/syncope/console/ConfigurationTestITCase.java,41,8,1,1,1,219,110,27.375,0.125,true
1.0.9,console/src/test/java/org/apache/syncope/console/ConfigurationTestITCase.java,84,8,2,39,19,427,242,53.375,4.875,true
1.0.9,console/src/main/java/org/apache/syncope/console/pages/panels/RolePanel.java,95,13,1,6,2,619,195,47.615383,0.46153846,true
1.0.9,console/src/main/java/org/apache/syncope/console/pages/panels/ResourcesPanel.java,60,10,0,4,1,308,124,30.8,0.4,false
1.0.9,console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java,31,16,5,5,1,686,195,42.875,0.3125,true
1.0.9,console/src/main/java/org/apache/syncope/console/pages/EditUserModalPage.java,45,18,8,8,2,692,124,38.444443,0.44444445,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/USchemaValidator.java,8,2,1,0,0,38,19,19.0,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SyncopeUserValidator.java,47,6,3,8,8,282,110,47.0,1.3333334,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SyncopeRoleValidator.java,20,4,3,0,0,128,48,32.0,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SyncTaskValidator.java,90,6,3,2,1,287,117,47.833332,0.33333334,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchemaValidator.java,103,5,3,6,3,323,195,64.6,1.2,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchedTaskValidator.java,24,4,3,0,0,128,48,32.0,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ReportValidator.java,22,4,3,0,0,128,48,32.0,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/PropagationTaskValidator.java,20,4,3,0,0,128,48,32.0,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/PolicyValidator.java,76,5,3,0,0,162,48,32.4,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/NotificationValidator.java,46,7,3,0,0,388,242,55.42857,0.0,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/InvalidEntityException.java,74,5,2,51,29,245,125,49.0,10.2,true
1.0.9,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ExternalResourceValidator.java,57,5,3,14,7,245,117,49.0,2.8,true
