Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
1.1.8,core/src/test/java/org/apache/syncope/core/rest/NotificationTestITCase.java,42,3,0,37,18,29,16,9.666667,12.333333,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchResultPanel.java,4,2,0,0,0,70,47,35.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/SyncTasks.java,146,4,2,2,2,116,58,29.0,0.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/SchedTasks.java,150,4,2,2,2,116,58,29.0,0.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchResultPanel.java,4,2,0,0,0,70,47,35.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/PropagationTasks.java,132,4,2,2,2,116,58,29.0,0.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/PoliciesPanel.java,13,2,0,9,9,79,47,39.5,4.5,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/NotificationTasks.java,142,4,2,2,2,116,58,29.0,0.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/NotificationPanel.java,167,4,1,131,115,220,143,55.0,32.75,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchResultPanel.java,6,3,0,0,0,72,47,24.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchPanel.java,26,5,1,1,1,160,58,32.0,0.2,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/XMLEditorPopupPage.java,10,3,1,3,3,72,47,24.0,1.0,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/VirSchemaModalPage.java,2,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Users.java,3,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/UserOwnerSelectModalPage.java,2,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java,2,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Todo.java,1,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java,3,2,0,0,0,64,47,32.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/StatusModalPage.java,71,4,0,2,2,160,58,40.0,0.5,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java,312,5,1,210,165,176,47,35.2,42.0,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Schema.java,44,3,0,5,5,207,143,69.0,1.6666666,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Roles.java,20,2,0,8,8,64,47,32.0,4.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java,4,3,0,1,1,93,47,31.0,0.33333334,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Resources.java,26,3,0,22,22,97,47,32.333332,7.3333335,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java,4,2,0,0,0,64,47,32.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Reports.java,5,2,0,2,2,50,47,25.0,1.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java,16,4,1,2,2,66,47,16.5,0.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java,3,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/ProvisioningModalPage.java,8,2,0,1,1,105,58,52.5,0.5,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java,65,3,0,26,25,96,47,32.0,8.666667,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java,130,6,0,69,47,102,47,17.0,11.5,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/MembershipModalPage.java,2,2,1,1,1,48,47,24.0,0.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Login.java,18,4,1,10,8,68,47,17.0,2.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/DisplayAttributesModalPage.java,1,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/DerSchemaModalPage.java,4,2,1,1,1,66,47,33.0,0.5,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java,138,9,3,5,4,99,47,11.0,0.5555556,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/ConfigurationModalPage.java,6,2,0,0,0,64,47,32.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Configuration.java,234,6,1,10,8,273,143,45.5,1.6666666,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/BasePage.java,1,1,0,0,0,47,47,47.0,0.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java,3,2,1,0,0,60,47,30.0,0.0,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/AbstractSchedTaskModalPage.java,20,2,0,3,3,84,47,42.0,1.5,false
1.1.8,console/src/main/java/org/apache/syncope/console/pages/AbstractBasePage.java,12,3,1,5,4,83,47,27.666666,1.6666666,true
1.1.8,console/src/test/java/org/apache/syncope/console/AccessTestITCase.java,9,3,0,6,3,181,143,60.333332,2.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/SyncopeSession.java,19,3,1,7,4,83,58,27.666666,2.3333333,true
1.1.8,console/src/main/java/org/apache/syncope/console/pages/Tasks.java,6,2,0,2,2,40,37,20.0,1.0,false
1.1.8,console/src/main/java/org/apache/syncope/console/commons/AttributableDataProvider.java,7,2,0,2,2,26,23,13.0,1.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserManager.java,4,2,0,2,1,6,3,3.0,1.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java,2,2,0,0,0,6,3,3.0,0.0,false
1.1.8,core/src/test/java/org/apache/syncope/core/persistence/dao/NotificationTest.java,60,2,0,52,29,28,16,14.0,26.0,false
1.1.8,core/src/test/java/org/apache/syncope/core/notification/NotificationTest.java,192,4,0,170,64,187,143,46.75,42.5,false
1.1.8,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/NotificationValidator.java,18,2,0,15,15,28,16,14.0,7.5,false
1.1.8,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/EmailAddressValidator.java,8,1,0,0,0,12,12,12.0,0.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/persistence/beans/Notification.java,44,3,0,39,24,44,16,14.666667,13.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/notification/NotificationManager.java,83,4,0,19,10,187,143,46.75,4.75,false
1.1.8,console/src/test/java/org/apache/syncope/console/ConfigurationTestITCase.java,320,9,1,239,94,241,143,26.777779,26.555555,true
1.1.8,common/src/main/java/org/apache/syncope/common/to/NotificationTO.java,24,3,0,19,10,44,16,14.666667,6.3333335,false
1.1.8,common/src/main/java/org/apache/syncope/common/SyncopeConstants.java,7,1,0,7,7,12,12,12.0,7.0,false
1.1.8,console/src/test/java/org/apache/syncope/console/UserTestITCase.java,74,5,1,67,29,187,143,37.4,13.4,true
1.1.8,console/src/test/java/org/apache/syncope/console/TaskTestITCase.java,65,6,0,29,21,238,143,39.666668,4.8333335,false
1.1.8,console/src/test/java/org/apache/syncope/console/SchemaTestITCase.java,10,4,0,8,4,185,143,46.25,2.0,false
1.1.8,console/src/test/java/org/apache/syncope/console/RoleTestITCase.java,51,4,1,28,20,48,18,12.0,7.0,true
1.1.8,console/src/test/java/org/apache/syncope/console/ResourceTestITCase.java,26,3,0,14,7,42,18,14.0,4.6666665,false
1.1.8,console/src/test/java/org/apache/syncope/console/ReportTestITCase.java,21,3,0,12,6,42,18,14.0,4.0,false
1.1.8,console/src/test/java/org/apache/syncope/console/EditProfileTestITCase.java,30,2,0,20,10,24,12,12.0,10.0,false
1.1.8,console/src/test/java/org/apache/syncope/console/ConnInstanceTestITCase.java,89,4,1,86,48,44,18,11.0,21.5,true
1.1.8,console/src/test/java/org/apache/syncope/console/AbstractTest.java,18,2,0,12,6,24,12,12.0,6.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/rest/data/SearchCondVisitor.java,6,2,0,0,0,146,143,73.0,0.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/quartz/AbstractTaskJob.java,3,1,0,0,0,3,3,3.0,0.0,false
1.1.8,core/src/test/java/org/apache/syncope/core/rest/TaskTestITCase.java,595,15,0,274,148,274,45,18.266666,18.266666,false
1.1.8,core/src/main/java/org/apache/syncope/core/util/SecureRandomUtil.java,24,2,0,4,2,4,2,2.0,2.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/connid/PasswordGenerator.java,61,4,0,4,2,76,36,19.0,1.0,false
1.1.8,common/src/main/java/org/apache/syncope/common/util/BeanUtils.java,11,1,0,3,3,4,4,4.0,3.0,false
1.1.8,common/src/main/java/org/apache/syncope/common/types/PropagationTaskExecStatus.java,2,1,0,0,0,4,4,4.0,0.0,false
1.1.8,common/src/main/java/org/apache/syncope/common/types/AccountPolicySpec.java,3,2,0,0,0,36,32,18.0,0.0,false
1.1.8,common/src/main/java/org/apache/syncope/common/to/PropagationStatus.java,1,1,0,0,0,4,4,4.0,0.0,false
1.1.8,core/src/main/java/org/apache/syncope/core/rest/data/NotificationDataBinder.java,2,1,0,0,0,16,16,16.0,0.0,false
1.1.8,core/src/test/java/org/apache/syncope/core/rest/UserTestITCase.java,3,1,0,0,0,1,1,1.0,0.0,false
1.1.8,core/src/test/java/org/apache/syncope/core/rest/UserTestITCase.java,333,9,0,198,75,365,143,40.555557,22.0,false
1.1.8,core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,143,4,3,112,85,101,58,25.25,28.0,true
1.1.8,core/src/test/java/org/apache/syncope/core/rest/ResourceTestITCase.java,41,2,0,40,40,27,17,13.5,20.0,false
